"site","period_start","period_end","reference_period","parameter","data_value","lat","lon"
"Whanganui (Manawatū-Whanganui)","1970-01-01","1970-12-31","1961-1990","Very wet days",4,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",14.376604531755778,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1970-01-01","1970-12-31","1991-2020","Very wet days",2,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",9.096997432749191,-39.93704,175.04509
"Whangaparāoa (Auckland)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",77,-36.606,174.835
"Whangaparāoa (Auckland)","1970-01-01","1970-12-31","1961-1990","Very wet days",8,-36.606,174.835
"Whangaparāoa (Auckland)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",27.62872854524246,-36.606,174.835
"Whangaparāoa (Auckland)","1970-01-01","1970-12-31","1991-2020","Very wet days",9,-36.606,174.835
"Whangaparāoa (Auckland)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",29.920013331111484,-36.606,174.835
"Whangārei (Northland)","1970-01-01","1970-12-31",NA,"Maximum one-day rainfall",113.9,-35.769,174.364
"Whangārei (Northland)","1970-01-01","1970-12-31","1961-1990","Very wet days",5,-35.769,174.364
"Whangārei (Northland)","1970-01-01","1970-12-31","1961-1990","Rainfall due to very wet days",27.105414509900584,-35.769,174.364
"Whangārei (Northland)","1970-01-01","1970-12-31","1991-2020","Very wet days",7,-35.769,174.364
"Whangārei (Northland)","1970-01-01","1970-12-31","1991-2020","Rainfall due to very wet days",33.08684578095473,-35.769,174.364
"Auckland (Auckland)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",58.9,-37.00813,174.78873
"Auckland (Auckland)","1969-01-01","1969-12-31","1961-1990","Very wet days",6,-37.00813,174.78873
"Auckland (Auckland)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",24.122683225138765,-37.00813,174.78873
"Auckland (Auckland)","1969-01-01","1969-12-31","1991-2020","Very wet days",7,-37.00813,174.78873
"Auckland (Auckland)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",26.794618496566,-37.00813,174.78873
"Blenheim (Marlborough)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",34.6,-41.52133,173.86439
"Blenheim (Marlborough)","1969-01-01","1969-12-31","1961-1990","Very wet days",1,-41.52133,173.86439
"Blenheim (Marlborough)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",6.380232343721189,-41.52133,173.86439
"Blenheim (Marlborough)","1969-01-01","1969-12-31","1991-2020","Very wet days",2,-41.52133,173.86439
"Blenheim (Marlborough)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",11.524986170016598,-41.52133,173.86439
"Christchurch (Canterbury)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",31.8,-43.493,172.537
"Christchurch (Canterbury)","1969-01-01","1969-12-31","1961-1990","Very wet days",1,-43.493,172.537
"Christchurch (Canterbury)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",8.688524590163935,-43.493,172.537
"Christchurch (Canterbury)","1969-01-01","1969-12-31","1991-2020","Very wet days",1,-43.493,172.537
"Christchurch (Canterbury)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",8.688524590163935,-43.493,172.537
"Dannevirke (Manawatū-Whanganui)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",49.9,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1969-01-01","1969-12-31","1961-1990","Very wet days",5,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",20.286620462821567,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1969-01-01","1969-12-31","1991-2020","Very wet days",5,-40.21,176.109
"Dannevirke (Manawatū-Whanganui)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",20.286620462821567,-40.21,176.109
"Dunedin (Otago)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",31.6,-45.90129,170.5147
"Dunedin (Otago)","1969-01-01","1969-12-31","1961-1990","Very wet days",8,-45.90129,170.5147
"Dunedin (Otago)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",31.454516987631127,-45.90129,170.5147
"Dunedin (Otago)","1969-01-01","1969-12-31","1991-2020","Very wet days",7,-45.90129,170.5147
"Dunedin (Otago)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",28.448410834507587,-45.90129,170.5147
"Gisborne (Gisborne)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",63.1,-38.6586,177.9851
"Gisborne (Gisborne)","1969-01-01","1969-12-31","1961-1990","Very wet days",2,-38.6586,177.9851
"Gisborne (Gisborne)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",12.341451040081179,-38.6586,177.9851
"Gisborne (Gisborne)","1969-01-01","1969-12-31","1991-2020","Very wet days",1,-38.6586,177.9851
"Gisborne (Gisborne)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",8.003551496702183,-38.6586,177.9851
"Gore (Southland)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",38.6,-46.115,168.887
"Gore (Southland)","1969-01-01","1969-12-31","1961-1990","Very wet days",11,-46.115,168.887
"Gore (Southland)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",27.74308652988403,-46.115,168.887
"Gore (Southland)","1969-01-01","1969-12-31","1991-2020","Very wet days",11,-46.115,168.887
"Gore (Southland)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",27.74308652988403,-46.115,168.887
"Hamilton (Waikato)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",49.2,-37.86088,175.33175
"Hamilton (Waikato)","1969-01-01","1969-12-31","1961-1990","Very wet days",5,-37.86088,175.33175
"Hamilton (Waikato)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",18.183504963354668,-37.86088,175.33175
"Hamilton (Waikato)","1969-01-01","1969-12-31","1991-2020","Very wet days",5,-37.86088,175.33175
"Hamilton (Waikato)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",18.183504963354668,-37.86088,175.33175
"Hokitika (West Coast)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",92.2,-42.71228,170.98428
"Hokitika (West Coast)","1969-01-01","1969-12-31","1961-1990","Very wet days",7,-42.71228,170.98428
"Hokitika (West Coast)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",18.870372622957465,-42.71228,170.98428
"Hokitika (West Coast)","1969-01-01","1969-12-31","1991-2020","Very wet days",6,-42.71228,170.98428
"Hokitika (West Coast)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",16.73762316019949,-42.71228,170.98428
"Invercargill (Southland)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",27.4,-46.41741,168.33052
"Invercargill (Southland)","1969-01-01","1969-12-31","1961-1990","Very wet days",3,-46.41741,168.33052
"Invercargill (Southland)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",7.221393961982854,-46.41741,168.33052
"Invercargill (Southland)","1969-01-01","1969-12-31","1991-2020","Very wet days",3,-46.41741,168.33052
"Invercargill (Southland)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",7.221393961982854,-46.41741,168.33052
"Kerikeri (Northland)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",96.4,-35.183,173.926
"Kerikeri (Northland)","1969-01-01","1969-12-31","1961-1990","Very wet days",10,-35.183,173.926
"Kerikeri (Northland)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",39.79933110367894,-35.183,173.926
"Kerikeri (Northland)","1969-01-01","1969-12-31","1991-2020","Very wet days",7,-35.183,173.926
"Kerikeri (Northland)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",31.614152437951066,-35.183,173.926
"Lake Tekapo (Canterbury)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",52.3,-44.002,170.441
"Lake Tekapo (Canterbury)","1969-01-01","1969-12-31","1961-1990","Very wet days",2,-44.002,170.441
"Lake Tekapo (Canterbury)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",18.8459748720335,-44.002,170.441
"Lake Tekapo (Canterbury)","1969-01-01","1969-12-31","1991-2020","Very wet days",2,-44.002,170.441
"Lake Tekapo (Canterbury)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",18.8459748720335,-44.002,170.441
"Masterton (Wellington)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",30.2,-40.957,175.707
"Masterton (Wellington)","1969-01-01","1969-12-31","1961-1990","Very wet days",1,-40.957,175.707
"Masterton (Wellington)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",5.432631768303652,-40.957,175.707
"Masterton (Wellington)","1969-01-01","1969-12-31","1991-2020","Very wet days",1,-40.957,175.707
"Masterton (Wellington)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",5.432631768303652,-40.957,175.707
"Milford Sound (Southland)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",159.4,-44.67384,167.92406
"Milford Sound (Southland)","1969-01-01","1969-12-31","1961-1990","Very wet days",7,-44.67384,167.92406
"Milford Sound (Southland)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",17.516991553539082,-44.67384,167.92406
"Milford Sound (Southland)","1969-01-01","1969-12-31","1991-2020","Very wet days",7,-44.67384,167.92406
"Milford Sound (Southland)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",17.516991553539082,-44.67384,167.92406
"Napier (Hawke's Bay)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",30.6,-39.49846,176.91189
"Napier (Hawke's Bay)","1969-01-01","1969-12-31","1961-1990","Very wet days",1,-39.49846,176.91189
"Napier (Hawke's Bay)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",5.715353007097498,-39.49846,176.91189
"Napier (Hawke's Bay)","1969-01-01","1969-12-31","1991-2020","Very wet days",1,-39.49846,176.91189
"Napier (Hawke's Bay)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",5.715353007097498,-39.49846,176.91189
"Nelson (Nelson)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",66.5,-41.299,173.226
"Nelson (Nelson)","1969-01-01","1969-12-31","1961-1990","Very wet days",5,-41.299,173.226
"Nelson (Nelson)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",27.400025230225804,-41.299,173.226
"Nelson (Nelson)","1969-01-01","1969-12-31","1991-2020","Very wet days",4,-41.299,173.226
"Nelson (Nelson)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",23.375804213447708,-41.299,173.226
"New Plymouth (Taranaki)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",97.3,-39.0079,174.18382
"New Plymouth (Taranaki)","1969-01-01","1969-12-31","1961-1990","Very wet days",8,-39.0079,174.18382
"New Plymouth (Taranaki)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",30.226792095092247,-39.0079,174.18382
"New Plymouth (Taranaki)","1969-01-01","1969-12-31","1991-2020","Very wet days",9,-39.0079,174.18382
"New Plymouth (Taranaki)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",32.67702180412747,-39.0079,174.18382
"Queenstown (Otago)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",51.2,-45.01758,168.74005
"Queenstown (Otago)","1969-01-01","1969-12-31","1961-1990","Very wet days",4,-45.01758,168.74005
"Queenstown (Otago)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",22.944960686204432,-45.01758,168.74005
"Queenstown (Otago)","1969-01-01","1969-12-31","1991-2020","Very wet days",4,-45.01758,168.74005
"Queenstown (Otago)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",22.944960686204432,-45.01758,168.74005
"Reefton (West Coast)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",74.2,-42.11578,171.86014
"Reefton (West Coast)","1969-01-01","1969-12-31","1961-1990","Very wet days",9,-42.11578,171.86014
"Reefton (West Coast)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",28.499242041435068,-42.11578,171.86014
"Reefton (West Coast)","1969-01-01","1969-12-31","1991-2020","Very wet days",9,-42.11578,171.86014
"Reefton (West Coast)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",28.499242041435068,-42.11578,171.86014
"Rotorua (Bay of Plenty)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",96.9,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1969-01-01","1969-12-31","1961-1990","Very wet days",6,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",30.986440172850543,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1969-01-01","1969-12-31","1991-2020","Very wet days",6,-38.10595,176.31485
"Rotorua (Bay of Plenty)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",30.986440172850543,-38.10595,176.31485
"Tara Hills (Canterbury)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",39.7,-44.52612,169.88948
"Tara Hills (Canterbury)","1969-01-01","1969-12-31","1961-1990","Very wet days",3,-44.52612,169.88948
"Tara Hills (Canterbury)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",20.9592641261498,-44.52612,169.88948
"Tara Hills (Canterbury)","1969-01-01","1969-12-31","1991-2020","Very wet days",3,-44.52612,169.88948
"Tara Hills (Canterbury)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",20.9592641261498,-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",64.4,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1969-01-01","1969-12-31","1961-1990","Very wet days",5,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",20.712449504223283,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1969-01-01","1969-12-31","1991-2020","Very wet days",5,-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",20.712449504223283,-38.88784,175.25981
"Taupō (Waikato)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",78.4,-38.74263,176.08104
"Taupō (Waikato)","1969-01-01","1969-12-31","1961-1990","Very wet days",6,-38.74263,176.08104
"Taupō (Waikato)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",31.047277079593055,-38.74263,176.08104
"Taupō (Waikato)","1969-01-01","1969-12-31","1991-2020","Very wet days",4,-38.74263,176.08104
"Taupō (Waikato)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",24.83542788749252,-38.74263,176.08104
"Tauranga (Bay of Plenty)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",73.4,-37.673,176.196
"Tauranga (Bay of Plenty)","1969-01-01","1969-12-31","1961-1990","Very wet days",7,-37.673,176.196
"Tauranga (Bay of Plenty)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",33.98841017888637,-37.673,176.196
"Tauranga (Bay of Plenty)","1969-01-01","1969-12-31","1991-2020","Very wet days",8,-37.673,176.196
"Tauranga (Bay of Plenty)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",37.22180230116738,-37.673,176.196
"Timaru (Canterbury)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",25.1,-44.30517,171.22141
"Timaru (Canterbury)","1969-01-01","1969-12-31","1961-1990","Very wet days",1,-44.30517,171.22141
"Timaru (Canterbury)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",7.873274780426599,-44.30517,171.22141
"Timaru (Canterbury)","1969-01-01","1969-12-31","1991-2020","Very wet days",1,-44.30517,171.22141
"Timaru (Canterbury)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",7.873274780426599,-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",28,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1969-01-01","1969-12-31","1961-1990","Very wet days",4,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",10.88139281828074,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1969-01-01","1969-12-31","1991-2020","Very wet days",1,-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",3.385322210131786,-39.46249,175.66283
"Wellington (Wellington)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",48.3,-41.285,174.768
"Wellington (Wellington)","1969-01-01","1969-12-31","1961-1990","Very wet days",3,-41.285,174.768
"Wellington (Wellington)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",12.974910394265232,-41.285,174.768
"Wellington (Wellington)","1969-01-01","1969-12-31","1991-2020","Very wet days",4,-41.285,174.768
"Wellington (Wellington)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",16.67178699436764,-41.285,174.768
"Whanganui (Manawatū-Whanganui)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",42.9,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1969-01-01","1969-12-31","1961-1990","Very wet days",5,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",23.24268093327389,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1969-01-01","1969-12-31","1991-2020","Very wet days",4,-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",19.76519542279685,-39.93704,175.04509
"Whangaparāoa (Auckland)","1969-01-01","1969-12-31",NA,"Maximum one-day rainfall",40,-36.606,174.835
"Whangaparāoa (Auckland)","1969-01-01","1969-12-31","1961-1990","Very wet days",6,-36.606,174.835
"Whangaparāoa (Auckland)","1969-01-01","1969-12-31","1961-1990","Rainfall due to very wet days",20.70535800794497,-36.606,174.835
"Whangaparāoa (Auckland)","1969-01-01","1969-12-31","1991-2020","Very wet days",6,-36.606,174.835
"Whangaparāoa (Auckland)","1969-01-01","1969-12-31","1991-2020","Rainfall due to very wet days",20.70535800794497,-36.606,174.835
